ANNEE;NOM_MAT;TYPE;STATUT;FI_ET;FI_EJ;COM;NOMCOM;CPO;ADRESSE;LIT_OBS;SALTRAV;ACCTOT
2013;CLINIQUE  SAINT-GERMAIN  BRIVE;1;PRIVE LUCRATIF;190000257;190001131;19031;BRIVE-LA-GAILLARDE;19316;12 BD PAINLEVE;18;4;766
2020;HOPITAL PRIVE DIJON BOURGOGNE;2b;PRIVE LUCRATIF;210012670;210011367;21231;DIJON;21000;22 AV FRANÇOISE GIROUD;23;5;1394
2015;CLINIQUE SAINTE MARTHE DIJON;2b;PRIVE LUCRATIF;210780110;210000022;21231;DIJON;21027;56 R DE LA PREFECTURE;32;0;1775
2015;HÔPITAL LE BOCAGE CHU DIJON;3;PUBLIC;210987558;210780581;21231;DIJON;21079;2 BD Mal de Lattre de Tassigny;64;8;2985
2018;HOPITAL LE BOCAGE CHRU DIJON;3;PUBLIC;210987558;210780581;21231;DIJON;21079;1 BD JEANNE D ARC;70;8;3096
2021;HOPITAL LE BOCAGE CHRU DIJON;3;PUBLIC;210987558;210780581;21231;DIJON;21079;1 BD JEANNE D ARC;64;8;3010
2023;HOPITAL LE BOCAGE CHRU DIJON;3;PUBLIC;210987558;210780581;21231;DIJON;21079;1 BD JEANNE D ARC;64;8;2969
2015;CENTRE HOSPITALIER ROBERT MORLEVAT;1;PUBLIC;210987699;210780706;21603;SEMUR-EN-AUXOIS;21140;3 AV PASTEUR;14;2;482
2017;CENTRE HOSPITALIER ROBERT MORLEVAT;1;PUBLIC;210987699;210780706;21603;SEMUR-EN-AUXOIS;21140;3 AV PASTEUR;14;2;465
2022;CENTRE HOSPITALIER YVES LE FOLL;3;PUBLIC;220000012;220000020;22278;SAINT BRIEUC;22023;10 R MARCEL PROUST;34;5;1941
2016;CTRE HOSPITALIER DINAN;2a;PUBLIC;220000095;220000046;22050;DINAN;22101;74 R CHATEAUBRIAND;13;3;715
2018;CENTRE HOSPITALIER GUINGAMP;1;PUBLIC;220000343;220000079;22070;GUINGAMP;22200;17 R DE L'ARMOR;10;2;488
2021;CENTRE HOSPITALIER GUINGAMP;1;PUBLIC;220000343;220000079;22070;GUINGAMP;22200;17 Rue DE L'ARMOR;10;3;502
2013;CENTRE HOSPITALIER LANNION;1;PUBLIC;220000368;220000103;22113;LANNION;22303;KERGOMAR;21;2;779
2017;CENTRE HOSPITALIER LANNION;1;PUBLIC;220000368;220000103;22113;LANNION;22303;KERGOMAR;13;2;604
2021;CENTRE HOSPITALIER LANNION;1;PUBLIC;220000368;220000103;22113;LANNION;22303;KERGOMAR;13;2;569
2014;CENTRE HOSPITALIER GUERET;2a;PUBLIC;230000820;230780041;23096;GUERET;23011;39 AV DE LA SENATORERIE;20;2;551
2020;C.H DE BERGERAC;1;PUBLIC;240000372;240000059;24037;BERGERAC;24108;9 AV ALBERT CALMETTE;15;3;592
2016;CENTRE HOSPITALIER DE PERIGUEUX;2b;PUBLIC;240000489;240000117;24322;PERIGUEUX;24019;80 AV GEORGES POMPIDOU;34;6;1630
2022;CENTRE HOSPITALIER DE PERIGUEUX;2b;PUBLIC;240000489;240000117;24322;PERIGUEUX;24019;80 AV GEORGES POMPIDOU;34;6;1537
2013;CENTRE HOSPITALIER SARLAT;1;PUBLIC;240000687;240000448;24520;SARLAT-LA-CANEDA;24206;;15;0;366
2021;CENTRE HOSPITALIER SARLAT;1;PUBLIC;240000687;240000448;24520;SARLAT LA CANEDA;24206;;15;3;275
2014;C H   BOULLOCHE  MONTBELIARD;2a;PUBLIC;250000114;900000365;25388;MONTBELIARD;25209;2 R DU DOCTEUR FLAMAND;22;4;1515
2015;CH DE VALENCE;2b;PUBLIC;260000013;260000021;26362;VALENCE;26953;179 BD MARÉCHAL JUIN;44;5;2399
2016;CH DE VALENCE;2b;PUBLIC;260000013;260000021;26362;VALENCE;26953;179 BD MARÉCHAL JUIN;44;5;2418
2014;CENTRE HOSPITALIER DIE;1;PUBLIC;260000286;260000104;26113;DIE;26150;2 R BOUVIER;4;1;120
2013;CH BERNAY;1;PUBLIC;270000045;270000060;27056;BERNAY;27303;5 R ANNE DE TICHEVILLE;14;2;529
2021;CH EVREUX CH EURE-SEINE;2b;PUBLIC;270000359;270023724;27229;EVREUX;27015;R LEON SCHWARTZENBERG;34;5;2049
2022;CH EVREUX CH EURE-SEINE;2b;PUBLIC;270000359;270023724;27229;EVREUX;27015;R LEON SCHWARTZENBERG;34;5;2182
2022;CH GISORS;1;PUBLIC;270000367;270000086;27284;GISORS;27140;RTE DE ROUEN;11;2;421
2020;CH VERNON CH EURE-SEINE;1;PUBLIC;270000458;270023724;27681;VERNON;27207;5 R DOCTEUR BURNET;12;4;675
2017;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;2b;PUBLIC;280504267;280000134;28110;LE COUDRAY;28630;4 R CLAUDE BERNARD;45;5;2537
2019;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;2b;PUBLIC;280504267;280000134;28110;LE COUDRAY;28630;4 R CLAUDE BERNARD;41;5;2556
2015;CHIC  - QUIMPER -;2b;PUBLIC;290000025;290020700;29232;QUIMPER;29107;14 AV YVES THEPOT;42;7;2447
2017;CHIC QUIMPER;2b;PUBLIC;290000025;290020700;29232;QUIMPER;29107;14 AV YVES THEPOT;42;7;2410
2020;C.H. DES PAYS DE MORLAIX;2a;PUBLIC;290000033;290021542;29151;MORLAIX;29672;15 R KERSAINT GILLY;19;3;544
2022;C.H. DES PAYS DE MORLAIX;2a;PUBLIC;290000033;290021542;29151;MORLAIX;29672;15 R KERSAINT GILLY;19;3;508
2017;CHRU BREST SITE HOPITAL MORVAN;3;PUBLIC;290000058;290000017;29019;BREST;29609;5 AV FOCH;55;8;2110
2019;CH FERDINAND GRALL LANDERNEAU;1;PUBLIC;290000173;290000041;29103;LANDERNEAU;29207;1 RTE DE PENCRAN;17;2;519
2022;CH FERDINAND GRALL LANDERNEAU;1;PUBLIC;290000173;290000041;29103;LANDERNEAU;29207;1 RTE DE PENCRAN;14;4;554
2015;CENTRE HOSPITALIER DE CARHAIX;1;PUBLIC;290000256;290000017;29024;CARHAIX-PLOUGUER;29835;R DR MENGUY;12;2;228
2016;POLYCLINIQUE DE KERAUDREN;2a;PRIVE LUCRATIF;290019777;290022508;29019;BREST;29220;R ERNESTINE DE TREMAUDAN;44;9;2176
2021;POLYCLINIQUE DE KERAUDREN;2a;PRIVE LUCRATIF;290019777;290022508;29019;BREST;29801;375 R ERNESTINE DE TREMAUDAN;35;9;1815
2014;CH ND LA MISERICORDE;2b;PUBLIC;2A0000022;2A0000014;2A004;AJACCIO;20184;27 AV IMPERATRICE EUGENIE;19;3;1016
2016;CH ND LA MISERICORDE;2b;PUBLIC;2A0000022;2A0000014;2A004;AJACCIO;20184;27 AV IMPERATRICE EUGENIE;19;3;1000
2017;CH ND LA MISERICORDE;2b;PUBLIC;2A0000022;2A0000014;2A004;AJACCIO;20184;27 AV IMPERATRICE EUGENIE;19;3;954
2019;CH ND LA MISERICORDE;2b;PUBLIC;2A0000022;2A0000014;2A004;AJACCIO;20184;27 AV IMPERATRICE EUGENIE;19;3;1016
2016;CLINIQUE DU SUD DE LA CORSE;1;PRIVE LUCRATIF;2A0000154;2A0000204;2A247;PORTO-VECCHIO;20538;R DU DOCTEUR JOURDAN;8;2;208
2020;CENTRE HOSPITALIER DE BASTIA;2b;PUBLIC;2B0000012;2B0000020;2B033;BASTIA;20604;;22;3;962
2021;POLYCLINIQUE LA RESIDENCE MAYMARD;1;PRIVE LUCRATIF;2B0000145;2B0000053;2B033;BASTIA;20200;13 R MARCEL PAUL;16;2;459
2013;CENTRE HOSPITALIER LOUIS PASTEUR;2a;PUBLIC;300000031;300780053;30028;BAGNOLS-SUR-CEZE;30205;AV ALPHONSE DAUDET;21;3;1034
2018;CH LOUIS PASTEUR;2a;PUBLIC;300000031;300780053;30028;BAGNOLS-SUR-CEZE;30205;AV ALPHONSE DAUDET;21;3;746
2019;CH LOUIS PASTEUR;2a;PUBLIC;300000031;300780053;30028;BAGNOLS-SUR-CEZE;30205;AV ALPHONSE DAUDET;21;3;824
2023;CH LOUIS PASTEUR BAGNOLS SUR CEZE;2a;PUBLIC;300000031;300780053;30028;BAGNOLS SUR CEZE;30205;AV ALPHONSE DAUDET;27;3;678
2020;POLYCL KENNEDY;2a;PRIVE LUCRATIF;300781465;300000726;30189;NIMES;30900;125 AV KENNEDY;22;3;979
2014;GROUPE HOSPITALIER CAREMEAU CHU NIMES;3;PUBLIC;300782117;300780038;30189;NIMES;30029;PL DU PROFESSEUR ROBERT DEBRE;37;5;2255
2017;POLYCL GRAND SUD;1;PRIVE LUCRATIF;300788502;300788486;30189;NIMES;30932;350 AV ST ANDRE DE CODOLS;35;4;1459
2023;CH COMMINGES PYRENEES SITE ST PLANCARD;1;PUBLIC;310000310;310780671;31483;SAINT GAUDENS;31806;AV SIMONE VEIL;14;2;450
2013;HOPITAL  DES ENFANTS  CHU TLSE;3;PUBLIC;310016977;310781406;31555;TOULOUSE;31059;330 AV Grande-Bretagne;115;7;4623
2018;HOPITAUX MERE & ENFANTS CHU TLSE;3;PUBLIC;310016977;310781406;31555;TOULOUSE;31059;330 AV DE GRANDE BRETAGNE;109;9;5043
2020;HOPITAUX MERE & ENFANTS SITE VIGUIER;3;PUBLIC;310016977;310781406;31555;TOULOUSE;31059;330 AV DE GRANDE BRETAGNE;104;8;4994
2021;HOPITAUX MERE & ENFANTS SITE VIGUIER;3;PUBLIC;310016977;310781406;31555;TOULOUSE;31059;330 AV DE GRANDE BRETAGNE;104;8;4955
2017;CLINIQUE ST CYPRIEN RIVE GAUCHE;2a;PRIVE LUCRATIF;310026083;310026075;31555;TOULOUSE;31300;49 ALL CHARLES DE FITTE;47;12;3563
2022;CL RIVE GAUCHE TOULOUSE;2a;PRIVE LUCRATIF;310026083;310026075;31555;TOULOUSE;31076;49 ALL CHARLES DE FITTE;51;12;3525
2022;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;1;PRIVE LUCRATIF;310026927;310026794;31445;QUINT FONSEGRIVES;31130;52 CHE DE RIBAUTE;22;10;1901
2014;CLINIQUE SAINT JEAN LANGUEDOC;1;PRIVE LUCRATIF;310780101;310000039;31555;TOULOUSE;31077;20 RTE DE REVEL;20;5;804
2013;CLINIQUE SARRUS-TEINTURIERS;2a;PRIVE LUCRATIF;310780135;310000054;31555;TOULOUSE;31076;49 ALL CHARLES DE FITTE;47;12;3742
2017;CLINIQUE AMBROISE PARE;2b;PRIVE LUCRATIF;310780382;310000179;31555;TOULOUSE;31082;387 RTE DE SAINT SIMON;65;0;3248
2018;CLINIQUE AMBROISE PARE;2b;PRIVE LUCRATIF;310780382;310000179;31555;TOULOUSE;31082;387 RTE DE SAINT SIMON;38;0;2851
2017;CH AUCH;2a;PUBLIC;320000086;320780117;32013;AUCH;32008;ALLEE MARIE CLARAC;20;5;827
2013;CH DE LA HAUTE GIRONDE;1;PUBLIC;330000571;330781220;33058;BLAYE;33394;97 R DE L'HOPITAL;15;2;463
2017;CH DE LA HAUTE GIRONDE;1;PUBLIC;330000571;330781220;33058;BLAYE;33394;97 R DE L'HOPITAL;15;2;432
2019;CH DE LA HAUTE GIRONDE;1;PUBLIC;330000571;330781220;33058;BLAYE;33394;97 R DE L'HOPITAL;15;2;391
2023;CH SUD GIRONDE - SITE LANGON;1;PUBLIC;330000589;330027509;33227;LANGON;33212;R PAUL LANGEVIN;15;4;671
2016;POLYCLINIQUE BORDEAUX RIVE DROITE;1;PRIVE LUCRATIF;330780263;330000134;33249;LORMONT;33310;24 R DES CAVAILLES;30;6;1515
2020;POLYCLINIQUE BORDEAUX RIVE DROITE;1;PRIVE LUCRATIF;330780263;330000134;33249;LORMONT;33310;24 R DES CAVAILLES;30;6;1355
2021;POLYCLINIQUE JEAN VILLAR;1;PRIVE LUCRATIF;330782582;330000928;33075;BRUGES;33523;56 AV MARYSE BASTIE;25;4;1112
2023;POLYCLINIQUE JEAN VILLAR;1;PRIVE LUCRATIF;330782582;330000928;33075;BRUGES;33523;56 AV MARYSE BASTIE;25;4;985
2023;POLYCL ST ROCH MONTPELLIER;2a;PRIVE LUCRATIF;340022979;340000306;34172;MONTPELLIER;34075;560 AV DU COLONEL ANDRE PAVELET;62;8;2932
2014;POLYCLINIQUE SAINT-ROCH;2a;PRIVE LUCRATIF;340780683;340000306;34172;MONTPELLIER;34967;43 R DU FAUBOURG SAINT JAUMES;71;7;3143
2016;POLYCLINIQUE SAINTE THERESE;1;PRIVE LUCRATIF;340780741;340000348;34301;SETE;34200;6 QUAI DU MAS COULET;25;2;505
2019;POLYCL STE THERESE;1;PRIVE LUCRATIF;340780741;340000348;34301;SETE;34200;6 QU DU MAS COULET;25;2;497
2023;POLYCL STE THERESE SETE;1;PRIVE LUCRATIF;340780741;340000348;34301;SETE;34200;6 QUAI DU MAS COULET;23;2;495
2015;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;3;PUBLIC;340796663;340780477;34172;MONTPELLIER;34295;371 AV DU DOYEN GASTON GIRAUD;73;10;3669
2014;CENTRE HOSPITALIER PRIVE SAINT GREGOIRE;2a;PRIVE LUCRATIF;350000121;350000303;35278;SAINT-GREGOIRE;35768;6 BD DE LA BOUTIERE;48;5;2370
2013;POLYCLINIQUE SAINT COME;1;PRIVE LUCRATIF;600100754;600000228;60159;COMPIEGNE;60204;7 R JEAN JACQUES BERNARD;21;0;1310
2016;POLYCLINIQUE SAINT CÔME;1;PRIVE LUCRATIF;600100754;600000228;60159;COMPIEGNE;60204;7 R JEAN-JACQUES BERNARD;23;0;1331
2022;CH CHICN COMPIÈGNE;2b;PUBLIC;600113476;600100721;60159;COMPIEGNE;60321;8 AV HENRI ADNOT;24;4;1652
2020;CENTRE HOSPITALIER DE L'AIGLE;1;PUBLIC;610000044;610780074;61214;AIGLE;61305;10 R DU DOCTEUR FRINAULT;13;3;399
2017;CHICAM - SITE ALENCON;2a;PUBLIC;610000051;610780082;61001;ALENCON;61014;25 R DE FRESNAY;20;4;1005
2015;CH ARRAS;3;PUBLIC;620000034;620100057;62041;ARRAS;62022;BD BESNIER;35;5;2027
2016;CH ARRAS;3;PUBLIC;620000034;620100057;62041;ARRAS;62022;BD BESNIER;38;5;2119
2020;CH BETHUNE;2a;PUBLIC;620000224;620100651;62119;BETHUNE;62408;27 R DELBECQUE;22;3;724
2014;CH LENS;3;PUBLIC;620000257;620100685;62498;LENS;62307;99 RTE DE LA BASSEE;56;6;2569
2014;CH REGION DE ST OMER;2a;PUBLIC;620000349;620101360;62765;SAINT-OMER;62505;RTE DE BLENDECQUES;31;4;1484
2019;CH REGION DE ST OMER;2a;PUBLIC;620000349;620101360;62765;SAINT-OMER;62505;RTE DE BLENDECQUES;28;4;1175
2013;CENTRE HOSPITALIER DE THIERS;1;PUBLIC;630000446;630781029;63430;THIERS;63307;RTE DE FAU;16;2;474
2014;CENTRE HOSPITALIER DE THIERS;1;PUBLIC;630000446;630781029;63430;THIERS;63307;RTE DE FAU;16;2;485
2021;CH DE THIERS;1;PUBLIC;630000446;630781029;63430;THIERS;63307;RTE DE FAU;16;2;430
2013;CHU ESTAING;3;PUBLIC;630781268;630780989;63113;CLERMONT-FERRAND;63003;1 PL LUCIE AUBRAC;72;9;3598
2020;HOPITAL PRIVE LA CHATAIGNERAIE;2a;PRIVE LUCRATIF;630781839;630000826;63032;BEAUMONT;63110;59 R DE LA CHATAIGNERAIE;71;6;1811
2016;CENTRE HOSPITALIER OLORON;1;PUBLIC;640000410;640780821;64422;OLORON-SAINTE-MARIE;64404;AV DR FLEMING;5;2;135
2020;CENTRE HOSPITALIER DE PAU;3;PUBLIC;640000600;640781290;64445;PAU;64046;4 BD HAUTERIVE;31;4;1912
2022;CENTRE HOSPITALIER DE PAU;3;PUBLIC;640000600;640781290;64445;PAU;64046;4 BD HAUTERIVE;31;4;1881
2014;CENTRE HOSPITALIER DE SAINT-PALAIS;1;PUBLIC;640017646;640017638;64493;SAINT-PALAIS;64120;AV FREDERIC DE SAINT-JAYME;10;2;236
2015;CAPIO CLINIQUE BELHARRA;1;PRIVE LUCRATIF;640018206;640012209;64102;BAYONNE;64100;2 ALL DU DOCTEUR ROBERT LAFON;24;5;431
2016;CAPIO CLINIQUE BELHARRA;1;PRIVE LUCRATIF;640018206;640012209;64102;BAYONNE;64100;2 ALL DU DOCTEUR LAFON;24;6;1190
2017;POLYCLINIQUE DE NAVARRE;1;PRIVE LUCRATIF;640780946;640000469;64445;PAU;64075;8 BD HAUTERIVE;39;5;1467
2023;POLYCLINIQUE PAU PYRENEES SITE NAVARRE;1;PRIVE LUCRATIF;640780946;640000469;64445;PAU;64075;8 BD HAUTERIVE;20;5;1052
2013;CENTRE HOSPITALIER DE BIGORRE;2b;PUBLIC;650000417;650783160;65440;TARBES;65013;BD DE LATTRE DE TASSIGNY;21;3;891
2020;CH BIGORRE SITE GESPE TARBES;2b;PUBLIC;650000417;650783160;65440;TARBES;65013;BD DE LATTRE DE TASSIGNY;21;3;943
2013;POLYCLINIQUE DE L'ORMEAU;1;PRIVE LUCRATIF;650780679;650000243;65440;TARBES;65000;12 B CHE DE L'ORMEAU;23;3;875
2016;POLYCLINIQUE DE L'ORMEAU;1;PRIVE LUCRATIF;650780679;650000243;65440;TARBES;65000;12B CHE DE L'ORMEAU;23;3;849
2015;CLINIQUE NOTRE DAME D' ESPERANCE;1;PRIVE LUCRATIF;660780669;660000324;66136;PERPIGNAN;66100;AV D'ARGELES;48;4;1462
2016;CH SAINTE-CATHERINE DE SAVERNE;2a;PUBLIC;670000165;670780345;67437;SAVERNE;67703;19 COTE DE SAVERNE;16;3;827
2021;CH SAINTE-CATHERINE DE SAVERNE;2a;PUBLIC;670000165;670780345;67437;SAVERNE;67703;19 COTE DE SAVERNE;18;1;763
2018;CH INTERCOMMUNAL DE LA LAUTER;1;PUBLIC;670000272;670780543;67544;WISSEMBOURG;67166;24 RTE DE WEILER;10;2;323
2021;CENTRE HOSPITALIER DE SELESTAT;1;PUBLIC;670000397;670017755;67462;SELESTAT;67606;23 AV LOUIS PASTEUR;22;3;849
2016;CLINIQUE SAINTE-ANNE;2a;PRIVE NON LUCRATIF;670780212;670014604;67482;STRASBOURG;67085;182 RTE DE LA WANTZENAU;38;6;1691
2018;CLINIQUE SAINTE-ANNE;2a;PRIVE NON LUCRATIF;670780212;670014604;67482;STRASBOURG;67085;182 RTE DE LA WANTZENAU;37;6;2144
2021;CLINIQUE SAINTE-ANNE;2a;PRIVE NON LUCRATIF;670780212;670014604;67482;STRASBOURG;67085;182 RTE DE LA WANTZENAU;39;6;1659
2014;CHU STRASBOURG / HOP HAUTEPIERRE;3;PUBLIC;670783273;670780055;67482;STRASBOURG;67098;1 AV MOLIERE;59;9;2847
2020;CLINIQUE DIACONAT FONDERIE;2a;PRIVE NON LUCRATIF;680000320;680000643;68224;MULHOUSE;68054;1 R SAINT-SAUVEUR;42;5;1424
2013;CENTRE HOSPITALIER D'ALTKIRCH;1;PUBLIC;680000544;680000395;68004;ALTKIRCH;68134;23 R DU TROISIEME ZOUAVE;10;2;421
2019;HOPITAL LOUIS PASTEUR;2b;PUBLIC;680000684;680000973;68066;COLMAR;68024;39 AV DE LA LIBERTE;43;6;1917
2014;HÔPITAL ALBERT SCHWEITZER;1;PRIVE NON LUCRATIF;680001195;680016011;68066;COLMAR;68003;201 AV D'ALSACE;20;3;796
2022;HOPITAL ALBERT SCHWEITZER;1;PRIVE NON LUCRATIF;680001195;680000643;68066;COLMAR;68003;201 AV D'ALSACE;17;3;576
2013;CENTRE MERE ENFANT -LE PARC-;2b;PUBLIC;680001245;680000973;68066;COLMAR;68020;46 R DU STAUFFEN;46;5;1967
2019;HOPITAL EMILE MULLER;3;PUBLIC;680004546;680020336;68224;MULHOUSE;68051;20 R DU DR LAENNEC;58;7;3195
2016;HOPITAL NORD OUEST - VILLEFRANCHE;2b;PUBLIC;690000575;690782222;69092;GLEIZE;69400;PLT D'OUILLY;26;4;2018
2015;HOP PRIVE MERE ENFANT NATECIA;2a;PRIVE LUCRATIF;690022959;690000732;69123;LYON 08EME;69008;22 AV ROCKEFELLER;78;8;4167
2022;MEDIPOLE HOPITAL MUTUALISTE;2a;PRIVE NON LUCRATIF;690041132;690006598;69266;VILLEURBANNE;69100;158 R LEON BLUM;26;7;1990
2018;GPE HOSP MUTUALISTE LES PORTES DU SUD;1;PRIVE NON LUCRATIF;690780416;690031190;69259;VENISSIEUX;69694;2 AV DU 11 NOVEMBRE 1918;32;5;1647
2016;CLINIQUE DU TONKIN;1;PRIVE LUCRATIF;690782834;690000724;69266;VILLEURBANNE;69626;26 R DU TONKIN;20;4;880
2018;HOPITAL LYON SUD - HCL;2b;PUBLIC;690784137;690781810;69152;PIERRE-BENITE;69310;165 CHE DU GRAND REVOYET;43;5;2100
2022;HOPITAL LYON SUD - HCL;2b;PUBLIC;690784137;690781810;69152;PIERRE BENITE;69310;165 CHE DU GRAND REVOYET;42;5;2068
2013;HOPITAL DE LA CROIX-ROUSSE;3;PUBLIC;690784152;690781810;69123;LYON 04EME;69317;103 GRANDE RUE DE LA CROIX-ROUSSE;76;7;4002
2021;HOPITAL CROIX-ROUSSE - HCL;3;PUBLIC;690784152;690781810;69123;LYON 4E ARRONDISSEMENT;69317;103 GR DE LA CROIX ROUSSE;76;7;4184
2015;CLINIQUE DE L'UNION;1;PRIVE NON LUCRATIF;690807599;690006598;69256;VAULX-EN-VELIN;69120;43 R LOUIS DUCLOS;22;4;1225
2018;GH HAUTE SAONE SITE VESOUL;2a;PUBLIC;700000029;700004591;70550;VESOUL;70014;2 R RENE HEYMES;15;4;1049
2015;CH PARAY-LE-MONIAL LES CHARMES;1;PUBLIC;710010067;710780644;71342;PARAY-LE-MONIAL;71600;BD DES CHARMES;15;2;630
2015;CH AUTUN (SITE PARPAS);1;PUBLIC;710010786;710781451;71014;AUTUN;71400;7 B R DE PARPAS;10;3;298
2016;CH AUTUN SITE PARPAS;1;PUBLIC;710010786;710781451;71014;AUTUN;71400;7B R DE PARPAS;10;3;283
2018;CH LES CHANAUX MACON;2b;PUBLIC;710978289;710780263;71270;MACON;71000;350 BD LOUIS ESCANDE;35;4;1414
2022;CH LES CHANAUX MACON;2b;PUBLIC;710978289;710780263;71270;MACON;71000;350 BD LOUIS ESCANDE;33;4;1338
2019;CHMS CHAMBERY NH;3;PUBLIC;730000031;730000015;73065;CHAMBERY;73011;PL LUCIEN BISET;62;7;3083
2015;CH DE SAINT JEAN DE MAURIENNE;1;PUBLIC;730000080;730780103;73248;SAINT-JEAN-DE-MAURIENNE;73303;81 R DU DOCTEUR GRANGE;12;2;278
2016;CH DE SAINT JEAN DE MAURIENNE;1;PUBLIC;730000080;730780103;73248;SAINT-JEAN-DE-MAURIENNE;73303;81 R DU DOCTEUR GRANGE;12;2;266
2018;CH DE SAINT JEAN DE MAURIENNE;1;PUBLIC;730000080;730780103;73248;SAINT-JEAN-DE-MAURIENNE;73300;81 R DU DOCTEUR GRANGE;12;2;268
2020;CH DE SAINT JEAN DE MAURIENNE;1;PUBLIC;730000080;730780103;73248;SAINT JEAN DE MAURIENNE;73302;179 R DU DOCTEUR GRANGE;11;2;220
2018;CH DE BOURG ST MAURICE;1;PUBLIC;730000247;730780525;73054;BOURG-SAINT-MAURICE;73704;AV DU NANTET;12;2;247
2013;CH D'ALBERTVILLE;2a;PUBLIC;730000262;730002839;73011;ALBERTVILLE;73208;253 R PIERRE DE COUBERTIN;26;3;988
2021;CH D'ALBERTVILLE;2a;PUBLIC;730000262;730002839;73011;ALBERTVILLE;73208;253 R PIERRE DE COUBERTIN;26;3;824
2022;CH D'ALBERTVILLE;2a;PUBLIC;730000262;730002839;73011;ALBERTVILLE;73208;253 R PIERRE DE COUBERTIN;24;3;880
2014;CH ANNECY GENEVOIS Site Saint Julien;1;PUBLIC;740000302;740781133;74243;SAINT-JULIEN-EN-GENEVOIS;74164;9 R AMEDÉE VIII DE SAVOIE;25;3;907
2020;HOPITAUX DU LEMAN;2a;PUBLIC;740000328;740790381;74281;THONON LES BAINS;74203;3 AV DE LA DAME;26;4;1467
2015;CLINIQUE GENERALE;1;PRIVE LUCRATIF;740780424;740000120;74010;ANNECY;74000;4 CHE TOUR DE LA REINE;22;4;1356
2020;CH ALPES LEMAN;2a;PUBLIC;740781141;740790258;74087;CONTAMINE SUR ARVE;74130;558 RTE DE FINDROL;35;7;1992
2013;CENTRE HOSPITALIER DE SALLANCHES;2a;PUBLIC;740781224;740001839;74256;SALLANCHES;74700;380 R DE L'HOPITAL;30;4;1299
2020;HOPITAUX DU MONT BLANC SITE SALLANCHES;2a;PUBLIC;740781224;740001839;74256;SALLANCHES;74700;380 R DE L'HOPITAL;23;4;1075
2021;HOPITAUX DU MONT BLANC SITE SALLANCHES;2a;PUBLIC;740781224;740001839;74256;SALLANCHES;74700;380 R DE L'HOPITAL;22;4;1107
2013;GPE HOSP SAINT-JOSEPH;2b;PRIVE NON LUCRATIF;750000523;750150120;75056;PARIS 14EME;75674;185 R RAYMOND LOSSERAND;39;6;3022
2020;HU EST PARISIEN SITE TROUSSEAU APHP;3;PUBLIC;750100109;750712184;75056;PARIS 12E ARRONDISSEMENT;75571;26 AV DU DR ARNOLD NETTER;64;7;3259
2014;GROUPE HOSP. PITIE-SALPETRIERE (AP-HP);2a;PUBLIC;750100125;750712184;75056;PARIS 13EME;75013;47 BD DE L'HOPITAL;41;3;2308
2017;HU PITIE SALPETRIERE APHP;2a;PUBLIC;750100125;750712184;75056;PARIS 13EME;75651;47 BD DE L HOPITAL;34;5;2228
2014;GPE HOSP COCHIN-SAINT VINCENT DE PAUL;3;PUBLIC;750100166;750712184;75056;PARIS 14EME;75679;27 R DU FAUBOURG SAINT-JACQUES;100;13;5254
2017;HU PARIS CENTRE SITE COCHIN APHP;3;PUBLIC;750100166;750712184;75056;PARIS 14EME;75679;27 R DU FAUBOURG SAINT JACQUES;99;13;5297
2015;HOPITAL NECKER ENFANTS MALADES (AP-HP);3;PUBLIC;750100208;750712184;75056;PARIS 15EME;75743;149 R DE SEVRES;45;6;3136
2018;HU PARIS NORD SITE BICHAT APHP;2b;PUBLIC;750100232;750712184;75056;PARIS 18EME;75877;46 R HENRI HUCHARD;37;4;2093
2013;HOPITAL TENON (AP-HP);2a;PUBLIC;750100273;750712184;75056;PARIS 20EME;75970;4 R DE LA CHINE;53;6;2752
2022;HU EST PARISIEN SITE TENON APHP;2a;PUBLIC;750100273;750712184;75056;PARIS 20E ARRONDISSEMENT;75970;4 R DE LA CHINE;42;7;2364
2013;INSTITUT MUTUALISTE MONTSOURIS;1;PRIVE NON LUCRATIF;750150104;750720476;75056;PARIS 14EME;75674;42 BD JOURDAN;30;4;2064
2017;INSTITUT MUTUALISTE MONTSOURIS;1;PRIVE NON LUCRATIF;750150104;750720476;75056;PARIS 14EME;75674;42 BD JOURDAN;30;4;2059
2014;MATERNITE SAINTE FELICITE;2a;PRIVE NON LUCRATIF;750300667;750000838;75056;PARIS 15EME;75015;37 R SAINT LAMBERT;52;7;2797
2013;SAS CLINIQUE DE LA MUETTE;1;PRIVE LUCRATIF;750300840;750000903;75056;PARIS 16EME;75116;46-48 Rue NICOLO;24;4;1359
2015;SAS CLINIQUE DE LA MUETTE;1;PRIVE LUCRATIF;750300840;750000903;75056;PARIS 16EME;75116;46-48 R NICOLO;24;4;1309
2014;CLINIQUE STE-THERESE L'ENFANT JESUS;1;PRIVE LUCRATIF;750300931;750000978;75056;PARIS 17EME;75017;14 R GUSTAVE DORE;35;5;1544
2019;CLINIQUE STE THERESE;1;PRIVE LUCRATIF;750300931;750000978;75056;PARIS 17EME;75017;9 R GUSTAVE DORE;28;5;1039
